74,3245,40.74501,-73.949245,74000001
74,3868,40.744845,-73.948922,74000001
74,5894,40.744709,-73.946638,74000002
74,6855,40.744919,-73.948974,74000001
74,7030,40.749987,-73.94406,74000003
74,8976,40.749987,-73.94406,74000003
74,14169,40.744499,-73.948995,74000001
74,15101,40.749987,-73.94406,74000003
74,22106,40.74501,-73.949245,74000001
74,33954,40.749987,-73.94406,74000003
74,41303,40.74501,-73.949245,74000001
74,42438,40.744647,-73.94681,74000002
74,47427,40.744934,-73.948774,74000001
74,50871,40.74493,-73.94889,74000001
74,51019,40.744392,-73.948919,74000001
74,52795,40.749987,-73.94406,74000003
74,52913,40.744919,-73.948974,74000001
74,53916,40.74502,-73.949245,74000001
74,54925,40.745012,-73.949247,74000001
74,55749,40.74471,-73.94883,74000001
74,56191,40.749987,-73.94406,74000003
74,62022,40.745012,-73.949247,74000001
74,63398,40.749987,-73.94406,74000003
74,63433,40.749987,-73.94406,74000003
74,68620,40.744657,-73.946757,74000002
74,77581,40.74501,-73.949245,74000001
74,79259,40.744617,-73.94679,74000002
74,84599,40.749987,-73.94406,74000003
74,85661,40.744698,-73.948707,74000001
74,85837,40.749987,-73.94406,74000003
74,93113,40.74502,-73.949245,74000001
74,99056,40.749987,-73.94406,74000003
74,126318,40.74501,-73.949245,74000001
74,126540,40.750168,-73.944085,74000003
74,127428,40.749987,-73.94406,74000003
74,128839,40.744617,-73.94679,74000002
74,130509,40.749987,-73.94406,74000003
74,131084,40.74468,-73.948955,74000001
74,138689,40.749987,-73.94406,74000003
74,144526,40.749987,-73.94406,74000003
74,154470,40.745017,-73.949247,74000001
74,164203,40.749987,-73.94406,74000003
74,164610,40.745012,-73.949247,74000001
74,165869,40.749987,-73.94406,74000003
74,167109,40.744914,-73.94898,74000001
74,169366,40.749987,-73.94406,74000003
74,171917,40.745012,-73.949247,74000001
74,172529,40.74501,-73.949245,74000001
74,174373,40.744873,-73.948913,74000001
74,184217,40.745061,-73.948786,74000001
74,187138,40.744617,-73.94679,74000002
74,188242,40.74501,-73.949245,74000001
74,190356,40.744931,-73.948895,74000001
74,191803,40.749987,-73.94406,74000003
74,193214,40.74501,-73.949245,74000001
74,196925,40.745012,-73.949247,74000001
74,199960,40.749987,-73.94406,74000003
74,202947,40.74501,-73.949245,74000001
74,208234,40.749987,-73.94406,74000003
74,211266,40.74502,-73.949245,74000001
74,216901,40.745017,-73.949247,74000001
74,219151,40.749987,-73.94406,74000003
74,220761,40.749987,-73.94406,74000003
74,224006,40.74501,-73.949245,74000001
74,226877,40.749987,-73.94406,74000003
74,230390,40.749987,-73.94406,74000003
